brand_name,product_name,product_subcategory,product_category,product_department,product_family,store_sales,store_cost,unit_sales,the_date,city,state_province,country
Nationeel,Nationeel Low Fat Chips,Chips,Snack Foods,Snack Foods,Food,8.19,3.6036,3,1/15/1998 0:00,Mexico City,Mexico,Mexico
Excellent,Excellent Orange Juice,Juice,Pure Juice Beverages,Beverages,Drink,4.8,1.536,3,7/21/1998 0:00,Mexico City,Mexico,Mexico
Red Wing,Red Wing Plastic Knives,Plastic Utensils,Plastic Products,Household,Non-Consumable,15,6.75,4,1/15/1998 0:00,Mexico City,Mexico,Mexico
Cormorant,Cormorant Screw Driver,Tools,Hardware,Household,Non-Consumable,6.84,2.2572,3,4/14/1998 0:00,Mexico City,Mexico,Mexico
American,American Sliced Ham,Deli Meats,Meat,Deli,Food,8.28,3.2292,3,1/15/1998 0:00,Mexico City,Mexico,Mexico
Big Time,Big Time Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,9.72,4.6656,3,1/15/1998 0:00,Mexico City,Mexico,Mexico
Best,Best Wheat Puffs,Cereal,Breakfast Foods,Breakfast Foods,Food,4.53,2.1744,3,1/15/1998 0:00,Mexico City,Mexico,Mexico
Nationeel,Nationeel Raspberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,7.16,3.4368,2,1/15/1998 0:00,Mexico City,Mexico,Mexico
Red Wing,Red Wing Copper Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,15.24,7.3152,4,5/29/1998 0:00,Mexico City,Mexico,Mexico
Excel,Excel Monthly Auto Magazine,Auto Magazines,Magazines,Periodicals,Non-Consumable,7.24,3.4752,2,7/21/1998 0:00,Mexico City,Mexico,Mexico
Big Time,Big Time Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,11.08,5.0968,4,9/10/1998 0:00,Mexico City,Mexico,Mexico
Golden,Golden Beef TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,5.49,1.9215,3,9/10/1998 0:00,Mexico City,Mexico,Mexico
Big Time,Big Time Frozen Broccoli,Frozen Vegetables,Vegetables,Frozen Foods,Food,13.6,6.392,5,9/19/1998 0:00,Salem,OR,USA
Golden,Golden Home Style French Fries,French Fries,Vegetables,Frozen Foods,Food,2.16,0.9288,3,9/19/1998 0:00,Salem,OR,USA
Sunset,Sunset Tissues,Paper Wipes,Paper Products,Household,Non-Consumable,6.36,2.1624,4,9/9/1998 0:00,Salem,OR,USA
Tri-State,Tri-State Potatos,Fresh Vegetables,Vegetables,Produce,Food,7.84,2.8224,4,4/17/1998 0:00,Ballard,WA,USA
Tell Tale,Tell Tale Peaches,Fresh Fruit,Fruit,Produce,Food,2.32,0.696,4,4/17/1998 0:00,Ballard,WA,USA
Blue Label,Blue Label Rice Soup,Soup,Canned Soup,Canned Foods,Food,7.95,2.9415,5,4/17/1998 0:00,Ballard,WA,USA
Bird Call,Bird Call Tartar Control Toothpaste,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,5.6,2.016,4,4/17/1998 0:00,Ballard,WA,USA
Just Right,Just Right Fancy Canned Oysters,Oysters,Canned Oysters,Canned Foods,Food,4.02,1.4472,3,8/17/1998 0:00,Ballard,WA,USA
Best Choice,Best Choice Fudge Brownies,Cookies,Snack Foods,Snack Foods,Food,5.19,1.7646,3,8/17/1998 0:00,Ballard,WA,USA
Red Wing,Red Wing Screw Driver,Tools,Hardware,Household,Non-Consumable,14.08,4.5056,4,8/17/1998 0:00,Ballard,WA,USA
Plato,Plato Canola Oil,Cooking Oil,Baking Goods,Baking Goods,Food,2.26,1.017,2,11/10/1998 0:00,Ballard,WA,USA
Gulf Coast,Gulf Coast Semi-Sweet Chocolate Bar,Chocolate Candy,Candy,Snacks,Food,13.75,6.7375,5,11/10/1998 0:00,Ballard,WA,USA
Excellent,Excellent Cola,Soda,Carbonated Beverages,Beverages,Drink,4.36,1.4388,2,11/10/1998 0:00,Ballard,WA,USA
Fabulous,Fabulous Berry Juice,Juice,Pure Juice Beverages,Beverages,Drink,2.8,1.344,4,11/10/1998 0:00,Ballard,WA,USA
Best Choice,Best Choice No Salt Popcorn,Popcorn,Snack Foods,Snack Foods,Food,3.57,1.6065,3,11/10/1998 0:00,Ballard,WA,USA
Red Wing,Red Wing Copper Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,7.62,3.5814,2,2/25/1998 0:00,Guadalajara,Jalisco,Mexico
Faux Products,Faux Products Conditioning Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,1.48,0.7252,1,2/25/1998 0:00,Guadalajara,Jalisco,Mexico
Booker,Booker Low Fat Sour Cream,Sour Cream,Dairy,Dairy,Food,1.44,0.6624,1,2/25/1998 0:00,Guadalajara,Jalisco,Mexico
Bravo,Bravo Regular Ramen Soup,Soup,Canned Soup,Canned Foods,Food,1.28,0.6272,1,11/10/1998 0:00,Guadalajara,Jalisco,Mexico
Skinner,Skinner Cranberry Juice,Juice,Pure Juice Beverages,Beverages,Drink,1.22,0.5002,2,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
American,American Low Fat Bologna,Bologna,Meat,Deli,Food,5.74,2.4108,2,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
Club,Club Chocolate Milk,Milk,Dairy,Dairy,Drink,2.31,0.8316,1,2/25/1998 0:00,Guadalajara,Jalisco,Mexico
Amigo,Amigo Lox,Fresh Fish,Seafood,Seafood,Food,5.92,1.8944,2,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
Golden,Golden Lemon Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,1.13,0.4068,1,4/21/1998 0:00,Guadalajara,Jalisco,Mexico
Johnson,Johnson Grits,Cereal,Breakfast Foods,Breakfast Foods,Food,4.7,2.303,2,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
PigTail,PigTail Frozen Chicken Thighs,Frozen Chicken,Meat,Frozen Foods,Food,4.42,2.1216,2,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
Booker,Booker 1% Milk,Milk,Dairy,Dairy,Drink,2.58,1.2642,1,4/21/1998 0:00,Guadalajara,Jalisco,Mexico
Even Better,Even Better Low Fat Cottage Cheese,Cottage Cheese,Dairy,Dairy,Food,2.54,1.0414,2,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
Best Choice,Best Choice Fudge Brownies,Cookies,Snack Foods,Snack Foods,Food,3.46,1.0726,2,2/25/1998 0:00,Guadalajara,Jalisco,Mexico
Lake,Lake Beef Bologna,Bologna,Meat,Deli,Food,0.64,0.2624,1,4/21/1998 0:00,Guadalajara,Jalisco,Mexico
Denny,Denny Soft Napkins,Paper Wipes,Paper Products,Household,Non-Consumable,2.49,1.1952,1,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
Landslide,Landslide Vegetable Oil,Cooking Oil,Baking Goods,Baking Goods,Food,2.14,0.749,1,3/26/1998 0:00,Guadalajara,Jalisco,Mexico
Fort West,Fort West Cheese Dip,Dips,Snack Foods,Snack Foods,Food,1.32,0.6204,2,3/26/1998 0:00,Guadalajara,Jalisco,Mexico
Best Choice,Best Choice Salted Pretzels,Pretzels,Snack Foods,Snack Foods,Food,2.7,1.026,1,2/25/1998 0:00,Guadalajara,Jalisco,Mexico
Landslide,Landslide Grape Jam,Jam,Jams and Jellies,Baking Goods,Food,1.35,0.6345,1,2/2/1998 0:00,Guadalajara,Jalisco,Mexico
Plato,Plato Low Fat Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,5.5,1.98,2,4/21/1998 0:00,Guadalajara,Jalisco,Mexico
CDR,CDR Corn Oil,Cooking Oil,Baking Goods,Baking Goods,Food,5.9,2.832,2,3/26/1998 0:00,Guadalajara,Jalisco,Mexico
Just Right,Just Right Canned Yams,Canned Vegetables,Vegetables,Canned Foods,Food,1.36,0.5848,1,3/26/1998 0:00,Guadalajara,Jalisco,Mexico
Imagine,Imagine Frozen Corn,Frozen Vegetables,Vegetables,Frozen Foods,Food,3.44,1.2728,2,11/10/1998 0:00,Guadalajara,Jalisco,Mexico
Dollar,Dollar Monthly Home Magazine,Home Magazines,Magazines,Periodicals,Non-Consumable,3.38,1.2506,2,11/10/1998 0:00,Guadalajara,Jalisco,Mexico
Red Wing,Red Wing Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,2.63,0.8679,1,1/28/1998 0:00,Guadalajara,Jalisco,Mexico
Landslide,Landslide Grape Jelly,Jelly,Jams and Jellies,Baking Goods,Food,0.81,0.3321,1,1/28/1998 0:00,Guadalajara,Jalisco,Mexico
Fabulous,Fabulous Cranberry Juice,Juice,Pure Juice Beverages,Beverages,Drink,1.95,0.8775,3,7/26/1998 0:00,Torrance,CA,USA
Akron,Akron City Map,Maps,Miscellaneous,Checkout,Non-Consumable,5.22,2.4012,3,7/26/1998 0:00,Torrance,CA,USA
CDR,CDR White Sugar,Sugar,Baking Goods,Baking Goods,Food,3.99,1.8753,3,7/26/1998 0:00,Torrance,CA,USA
Golden,Golden Pancake Mix,Pancake Mix,Breakfast Foods,Frozen Foods,Food,4.72,1.4632,2,7/26/1998 0:00,Torrance,CA,USA
High Quality,High Quality Soft Napkins,Paper Wipes,Paper Products,Household,Non-Consumable,4.98,1.8426,3,7/26/1998 0:00,Torrance,CA,USA
Thresher,Thresher Mints,Hard Candy,Candy,Snacks,Food,5.43,1.8462,3,7/26/1998 0:00,Torrance,CA,USA
Big Time,Big Time Grape Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,1.02,0.357,2,7/26/1998 0:00,Torrance,CA,USA
Landslide,Landslide Apple Preserves,Preserves,Jams and Jellies,Baking Goods,Food,2.78,0.9174,2,7/26/1998 0:00,Torrance,CA,USA
Better,Better Rice Soup,Soup,Canned Soup,Canned Foods,Food,2.46,0.8118,2,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Nationeel,Nationeel Raspberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,7.16,3.5084,2,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Sunset,Sunset Copper Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,1.78,0.712,2,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Hermanos,Hermanos Potatos,Fresh Vegetables,Vegetables,Produce,Food,1.86,0.5766,2,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Pleasant,Pleasant Chicken Noodle Soup,Soup,Canned Soup,Canned Foods,Food,1.31,0.4323,1,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Just Right,Just Right Chicken Soup,Soup,Canned Soup,Canned Foods,Food,5.94,2.079,2,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
PigTail,PigTail Frozen Cheese Pizza,Pizza,Pizza,Frozen Foods,Food,5.28,1.9008,2,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Prelude,Prelude Rosy Sunglasses,Sunglasses,Specialty,Carousel,Non-Consumable,4.6,1.886,2,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Pearl,Pearl Chardonnay Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,0.65,0.3185,1,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Denny,Denny Screw Driver,Tools,Hardware,Household,Non-Consumable,4.76,1.6184,2,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Bravo,Bravo Canned Tuna in Water,Tuna,Canned Tuna,Canned Foods,Food,1.67,0.6847,1,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
BBB Best,BBB Best Strawberry Jelly,Jelly,Jams and Jellies,Baking Goods,Food,5.4,1.89,2,6/19/1998 0:00,Guadalajara,Jalisco,Mexico
Medalist,Medalist Rice Medly,Rice,Starchy Foods,Starchy Foods,Food,3.61,1.5162,1,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Tell Tale,Tell Tale New Potatos,Fresh Vegetables,Vegetables,Produce,Food,1.14,0.399,1,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Fast,Fast Cheese Dip,Dips,Snack Foods,Snack Foods,Food,2.78,0.8896,1,6/17/1998 0:00,Guadalajara,Jalisco,Mexico
Excel,Excel Monthly Home Magazine,Home Magazines,Magazines,Periodicals,Non-Consumable,2.15,0.7955,1,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Fast,Fast Fudge Brownies,Cookies,Snack Foods,Snack Foods,Food,2.84,0.9656,1,6/19/1998 0:00,Guadalajara,Jalisco,Mexico
Nationeel,Nationeel Potato Chips,Chips,Snack Foods,Snack Foods,Food,3.84,1.6128,1,4/26/1998 0:00,Guadalajara,Jalisco,Mexico
Horatio,Horatio Raspberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,5.68,2.1016,2,6/19/1998 0:00,Guadalajara,Jalisco,Mexico
Just Right,Just Right Chicken Ramen Soup,Soup,Canned Soup,Canned Foods,Food,1.22,0.5978,2,6/19/1998 0:00,Guadalajara,Jalisco,Mexico
Sunset,Sunset AA-Size Batteries,Batteries,Electrical,Household,Non-Consumable,11.8,4.012,4,6/8/1998 0:00,Victoria,BC,Canada
Golden,Golden Ice Cream Sandwich,Ice Cream,Frozen Desserts,Frozen Foods,Food,7.78,2.6452,2,10/2/1998 0:00,Woodburn,OR,USA
Applause,Applause Canned Peaches,Canned Fruit,Fruit,Canned Products,Food,7.02,2.3166,3,5/17/1998 0:00,Woodburn,OR,USA
Just Right,Just Right Chicken Soup,Soup,Canned Soup,Canned Foods,Food,5.94,2.7324,2,5/17/1998 0:00,Woodburn,OR,USA
Ebony,Ebony Green Pepper,Fresh Vegetables,Vegetables,Produce,Food,10.6,4.452,4,5/17/1998 0:00,Woodburn,OR,USA
Skinner,Skinner Diet Soda,Soda,Carbonated Beverages,Beverages,Drink,14.68,7.1932,4,6/16/1998 0:00,Woodburn,OR,USA
Kiwi,Kiwi Scallops,Shellfish,Seafood,Seafood,Food,9.52,3.1416,4,9/19/1998 0:00,Woodburn,OR,USA
Consolidated,Consolidated Mint Mouthwash,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,7.56,3.402,4,10/2/1998 0:00,Woodburn,OR,USA
Tell Tale,Tell Tale Elephant Garlic,Fresh Vegetables,Vegetables,Produce,Food,10.56,5.28,4,10/2/1998 0:00,Woodburn,OR,USA
PigTail,PigTail Blueberry Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,4.26,1.5762,2,9/19/1998 0:00,Woodburn,OR,USA
Good,Good Imported Beer,Beer,Beer and Wine,Alcoholic Beverages,Drink,4.86,1.8954,3,3/6/1998 0:00,Woodburn,OR,USA
Super,Super Decaf Coffee,Coffee,Hot Beverages,Beverages,Drink,4.11,1.9317,3,3/6/1998 0:00,Woodburn,OR,USA
PigTail,PigTail Frozen Broccoli,Frozen Vegetables,Vegetables,Frozen Foods,Food,2.54,0.8636,2,3/6/1998 0:00,Woodburn,OR,USA
Fort West,Fort West Cheese Crackers,Crackers,Snack Foods,Snack Foods,Food,8.1,4.05,3,6/16/1998 0:00,Woodburn,OR,USA
Carrington,Carrington Frozen Cauliflower,Frozen Vegetables,Vegetables,Frozen Foods,Food,4.44,1.8204,3,6/16/1998 0:00,Woodburn,OR,USA
Sunset,Sunset 60 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,4.34,1.3454,2,6/16/1998 0:00,Woodburn,OR,USA
Best Choice,Best Choice Dried Apricots,Dried Fruit,Snack Foods,Snack Foods,Food,7.32,2.4888,3,6/16/1998 0:00,Woodburn,OR,USA
Best Choice,Best Choice BBQ Potato Chips,Chips,Snack Foods,Snack Foods,Food,10.32,4.644,3,6/16/1998 0:00,Woodburn,OR,USA
Great,Great English Muffins,Muffins,Bread,Baked Goods,Food,7.23,2.5305,3,9/19/1998 0:00,Woodburn,OR,USA
Hilltop,Hilltop Childrens Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,4.94,1.7784,2,11/29/1998 0:00,Woodburn,OR,USA
Robust,Robust Monthly Sports Magazine,Sports Magazines,Magazines,Periodicals,Non-Consumable,7.41,2.2971,3,11/29/1998 0:00,Woodburn,OR,USA
Fort West,Fort West Beef Jerky,Dried Meat,Snack Foods,Snack Foods,Food,2.85,0.8835,3,11/29/1998 0:00,Woodburn,OR,USA
Gorilla,Gorilla Havarti Cheese,Cheese,Dairy,Dairy,Food,10.02,4.1082,3,11/29/1998 0:00,Woodburn,OR,USA
Denny,Denny Large Sponge,Sponges,Kitchen Products,Household,Non-Consumable,11.4,5.472,4,11/29/1998 0:00,Woodburn,OR,USA
Imagine,Imagine Blueberry Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,4.76,1.7136,4,7/14/1998 0:00,Altadena,CA,USA
CDR,CDR Strawberry Jelly,Jelly,Jams and Jellies,Baking Goods,Food,1.22,0.4392,2,7/14/1998 0:00,Altadena,CA,USA
Landslide,Landslide Low Fat Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,9.08,3.3596,4,7/14/1998 0:00,Altadena,CA,USA
Blue Label,Blue Label Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,6.87,3.0915,3,7/14/1998 0:00,Altadena,CA,USA
Modell,Modell English Muffins,Muffins,Bread,Baked Goods,Food,4.95,2.3265,3,11/11/1998 0:00,Altadena,CA,USA
Modell,Modell Blueberry Muffins,Muffins,Bread,Baked Goods,Food,3.81,1.5621,3,11/11/1998 0:00,Altadena,CA,USA
Excel,Excel Monthly Sports Magazine,Sports Magazines,Magazines,Periodicals,Non-Consumable,1.1,0.44,2,11/11/1998 0:00,Altadena,CA,USA
Golden,Golden Frozen Broccoli,Frozen Vegetables,Vegetables,Frozen Foods,Food,11.84,3.9072,4,3/25/1998 0:00,Puyallup,WA,USA
Denny,Denny Copper Pot Scrubber,Pot Scrubbers,Kitchen Products,Household,Non-Consumable,3.42,1.6758,2,3/25/1998 0:00,Puyallup,WA,USA
Tri-State,Tri-State Asparagus,Fresh Vegetables,Vegetables,Produce,Food,2.34,0.819,3,3/25/1998 0:00,Puyallup,WA,USA
Plato,Plato Apple Preserves,Preserves,Jams and Jellies,Baking Goods,Food,9.99,3.2967,3,3/25/1998 0:00,Puyallup,WA,USA
Plato,Plato Grape Preserves,Preserves,Jams and Jellies,Baking Goods,Food,2.19,1.0074,3,6/7/1998 0:00,Puyallup,WA,USA
Consolidated,Consolidated Childrens Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,4.38,1.971,2,6/7/1998 0:00,Puyallup,WA,USA
Gulf Coast,Gulf Coast Malted Milk Balls,Chocolate Candy,Candy,Snacks,Food,3.18,1.3674,2,9/24/1998 0:00,Puyallup,WA,USA
Good,Good Chardonnay Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,3.46,1.038,2,9/24/1998 0:00,Puyallup,WA,USA
Washington,Washington Mango Drink,Flavored Drinks,Drinks,Beverages,Drink,2.22,0.7326,3,3/25/1998 0:00,Puyallup,WA,USA
PigTail,PigTail Frozen Broccoli,Frozen Vegetables,Vegetables,Frozen Foods,Food,2.54,1.143,2,3/25/1998 0:00,Puyallup,WA,USA
Booker,Booker Strawberry Yogurt,Yogurt,Dairy,Dairy,Food,7.96,3.0248,2,9/24/1998 0:00,Puyallup,WA,USA
Steady,Steady 200 MG Acetominifen,Acetominifen,Pain Relievers,Health and Hygiene,Non-Consumable,4.59,1.4229,3,9/21/1998 0:00,Puyallup,WA,USA
Steady,Steady Buffered Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,2.84,1.0508,2,9/24/1998 0:00,Puyallup,WA,USA
Sunset,Sunset Toilet Paper,Paper Wipes,Paper Products,Household,Non-Consumable,1.72,0.774,2,9/24/1998 0:00,Puyallup,WA,USA
Ebony,Ebony Broccoli,Fresh Vegetables,Vegetables,Produce,Food,8.49,2.8866,3,9/21/1998 0:00,Puyallup,WA,USA
Cormorant,Cormorant Tissues,Paper Wipes,Paper Products,Household,Non-Consumable,9.8,3.43,4,6/7/1998 0:00,Puyallup,WA,USA
Ebony,Ebony Limes,Fresh Fruit,Fruit,Produce,Food,3.68,1.472,4,9/21/1998 0:00,Puyallup,WA,USA
Steady,Steady Apricot Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,9.4,3.008,4,9/21/1998 0:00,Puyallup,WA,USA
Skinner,Skinner Strawberry Drink,Flavored Drinks,Drinks,Beverages,Drink,9.12,2.736,4,9/21/1998 0:00,Puyallup,WA,USA
Gulf Coast,Gulf Coast Mints,Hard Candy,Candy,Snacks,Food,10.62,3.8232,3,9/21/1998 0:00,Puyallup,WA,USA
Best,Best Grits,Cereal,Breakfast Foods,Breakfast Foods,Food,7.41,3.6309,3,9/21/1998 0:00,Puyallup,WA,USA
Cormorant,Cormorant Large Sponge,Sponges,Kitchen Products,Household,Non-Consumable,2.08,0.936,4,4/24/1998 0:00,Mexico City,Mexico,Mexico
Fort West,Fort West Chocolate Chip Cookies,Cookies,Snack Foods,Snack Foods,Food,4.65,1.9995,3,4/24/1998 0:00,Mexico City,Mexico,Mexico
High Top,High Top Macintosh Apples,Fresh Fruit,Fruit,Produce,Food,7.41,2.7417,3,4/24/1998 0:00,Mexico City,Mexico,Mexico
Best Choice,Best Choice Raspberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,6.42,3.0174,2,4/24/1998 0:00,Mexico City,Mexico,Mexico
Better,Better Canned Tuna in Water,Tuna,Canned Tuna,Canned Foods,Food,8.31,3.324,3,4/24/1998 0:00,Mexico City,Mexico,Mexico
Tell Tale,Tell Tale Shitake Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,14.04,6.0372,4,4/24/1998 0:00,Mexico City,Mexico,Mexico
Hermanos,Hermanos Onions,Fresh Vegetables,Vegetables,Produce,Food,6.54,2.0274,2,4/24/1998 0:00,Mexico City,Mexico,Mexico
American,American Chicken Hot Dogs,Hot Dogs,Meat,Deli,Food,7.56,2.7216,3,2/26/1998 0:00,Mexico City,Mexico,Mexico
Dual City,Dual City Lox,Fresh Fish,Seafood,Seafood,Food,2.08,0.9776,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Even Better,Even Better String Cheese,Cheese,Dairy,Dairy,Food,14,6.58,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Red Wing,Red Wing Economy Toilet Brush,Toilet Brushes,Bathroom Products,Household,Non-Consumable,3.32,1.6268,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Fast,Fast Sesame Crackers,Crackers,Snack Foods,Snack Foods,Food,1.65,0.7095,3,6/14/1998 0:00,Mexico City,Mexico,Mexico
Musial,Musial Bubble Gum,Gum,Candy,Snacks,Food,6.64,2.0584,4,6/14/1998 0:00,Mexico City,Mexico,Mexico
Better,Better Regular Ramen Soup,Soup,Canned Soup,Canned Foods,Food,14.96,7.3304,4,4/24/1998 0:00,Mexico City,Mexico,Mexico
Monarch,Monarch Manicotti,Pasta,Starchy Foods,Starchy Foods,Food,7.8,2.73,3,2/26/1998 0:00,Mexico City,Mexico,Mexico
Best Choice,Best Choice Golden Raisins,Dried Fruit,Snack Foods,Snack Foods,Food,10.36,4.7656,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Ebony,Ebony Peaches,Fresh Fruit,Fruit,Produce,Food,6.33,2.7852,3,2/26/1998 0:00,Mexico City,Mexico,Mexico
Tell Tale,Tell Tale Fresh Lima Beans,Fresh Vegetables,Vegetables,Produce,Food,6.34,2.4092,2,2/26/1998 0:00,Mexico City,Mexico,Mexico
Even Better,Even Better Sharp Cheddar Cheese,Cheese,Dairy,Dairy,Food,16.25,6.175,5,2/26/1998 0:00,Mexico City,Mexico,Mexico
Super,Super Strawberry Preserves,Preserves,Jams and Jellies,Baking Goods,Food,6.54,2.5506,3,2/26/1998 0:00,Mexico City,Mexico,Mexico
Super,Super Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,2.12,0.9964,4,2/26/1998 0:00,Mexico City,Mexico,Mexico
Booker,Booker Strawberry Yogurt,Yogurt,Dairy,Dairy,Food,7.96,3.2636,2,2/26/1998 0:00,Mexico City,Mexico,Mexico
Plato,Plato Salt,Spices,Baking Goods,Baking Goods,Food,4.41,1.764,3,6/14/1998 0:00,Mexico City,Mexico,Mexico
Pearl,Pearl Light Beer,Beer,Beer and Wine,Alcoholic Beverages,Drink,5.58,2.6784,3,10/18/1998 0:00,Mexico City,Mexico,Mexico
Nationeel,Nationeel Frosted Cookies,Cookies,Snack Foods,Snack Foods,Food,4.89,2.3472,3,9/25/1998 0:00,Mexico City,Mexico,Mexico
Red Wing,Red Wing AA-Size Batteries,Batteries,Electrical,Household,Non-Consumable,4.52,1.6272,2,10/18/1998 0:00,Mexico City,Mexico,Mexico
Red Wing,Red Wing 100 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,6.16,2.6488,4,9/25/1998 0:00,Mexico City,Mexico,Mexico
CDR,CDR Canola Oil,Cooking Oil,Baking Goods,Baking Goods,Food,7.44,3.0504,3,10/18/1998 0:00,Mexico City,Mexico,Mexico
Super,Super Grape Jelly,Jelly,Jams and Jellies,Baking Goods,Food,8.6,4.3,4,9/25/1998 0:00,Mexico City,Mexico,Mexico
American,American Sliced Chicken,Deli Meats,Meat,Deli,Food,1.77,0.6726,3,9/25/1998 0:00,Mexico City,Mexico,Mexico
Big Time,Big Time Frozen Sausage Pizza,Pizza,Pizza,Frozen Foods,Food,1.6,0.512,2,9/25/1998 0:00,Mexico City,Mexico,Mexico
Nationeel,Nationeel Dried Dates,Dried Fruit,Snack Foods,Snack Foods,Food,3.94,1.3002,2,9/25/1998 0:00,Mexico City,Mexico,Mexico
Better,Better Canned Beets,Canned Vegetables,Vegetables,Canned Foods,Food,2.4,1.128,4,9/25/1998 0:00,Mexico City,Mexico,Mexico
Imagine,Imagine Low Fat Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,6.52,2.3472,4,8/1/1998 0:00,Mexico City,Mexico,Mexico
PigTail,PigTail Low Fat Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,2.04,0.8772,4,8/1/1998 0:00,Mexico City,Mexico,Mexico
Cormorant,Cormorant Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,7.44,2.6784,2,8/1/1998 0:00,Mexico City,Mexico,Mexico
Golden,Golden Frozen Carrots,Frozen Vegetables,Vegetables,Frozen Foods,Food,4.38,2.1462,3,8/1/1998 0:00,Mexico City,Mexico,Mexico
Imagine,Imagine Low Fat Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,6.52,2.4124,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Denny,Denny Frying Pan,Pots and Pans,Kitchen Products,Household,Non-Consumable,15.24,6.5532,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Red Wing,Red Wing Room Freshener,Deodorizers,Cleaning Supplies,Household,Non-Consumable,11.8,4.366,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Gulf Coast,Gulf Coast Spicy Mints,Hard Candy,Candy,Snacks,Food,5.52,1.9872,3,8/22/1998 0:00,Mexico City,Mexico,Mexico
Tri-State,Tri-State Beets,Fresh Vegetables,Vegetables,Produce,Food,13.68,6.5664,4,8/22/1998 0:00,Mexico City,Mexico,Mexico
Top Measure,Top Measure Chardonnay,Wine,Beer and Wine,Alcoholic Beverages,Drink,4.62,1.6632,2,8/22/1998 0:00,Mexico City,Mexico,Mexico
Club,Club Whole Milk,Milk,Dairy,Dairy,Drink,7.98,3.9102,3,6/14/1998 0:00,Mexico City,Mexico,Mexico
Consolidated,Consolidated Angled Toothbrush,Toothbrushes,Bathroom Products,Health and Hygiene,Non-Consumable,4.94,2.0748,2,6/14/1998 0:00,Mexico City,Mexico,Mexico
